base,intersect to,T,det,signature,matrix
51,25,10,-256,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 1 -1 1 0 0 1 1;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 1 0 0 0 -1 1;0 0 0 0 -2 1 0 0 -4 1 0
51,26,9,121,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 1 0 0 -1 1;0 0 0 0 -1 1 0 -4 1 1
51,27,10,-289,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 -1 0 1 -1 -4 1 0
51,28,11,529,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 1 -4 1 0 -2;0 0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 -1 0 0 1 -2 -4 1 -1
51,29,8,-36,1,-2 1 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0;0 0 1 -2 1 0 0 0 0;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -1 1 1 1;0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 1 0 -1 1;0 0 0 0 0 1 -4 1 2
51,30,12,-625,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 0 0 1 -1 1 0 0 0 1 1;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 0 0 0 -1 1;0 0 0 0 0 -3 1 0 0 0 -5 1 -2
51,31,11,361,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 0 1 -1 1 0 0 1 1;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 0 0 -1 1;0 0 0 0 0 -2 1 0 0 -5 1 -1
51,32,10,-169,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 -1 1 0 -5 1 0
51,33,11,400,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 -1 0 1 -1 -5 1 -1
51,34,12,-729,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 0 1 -4 1 0 -2;0 0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 -1 0 0 1 -2 -5 1 -2
51,35,9,49,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 1 -5 1 1
51,36,13,841,1,-2 1 0 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 0 0 0 1 -1 1 0 0 0 1 1;0 0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 1 0 0 0 0 -1 1;0 0 0 0 0 0 -3 1 0 0 0 -6 1 -3
51,37,12,-484,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 0 0 1 -1 1 0 0 1 1;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 1 0 0 0 -1 1;0 0 0 0 0 0 -2 1 0 0 -6 1 -2
51,38,11,225,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 0 -1 1 0 -6 1 -1
51,39,12,-529,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 0 -1 0 1 -1 -6 1 -2
51,40,10,-64,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 0 1 -6 1 0
51,41,12,-289,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -9 0 -7;0 0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 0 0 -1 1 0 -7 1 -2
51,42,11,81,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 0 0 1 -9 0 -7;0 0 0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 0 0 1 -7 1 -1
51,43,12,-100,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 0 0 0 1 -10 0 -8;0 0 0 0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 0 0 0 1 -8 1 -2
51,44,13,121,1,-2 1 0 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 0 0 0 0 1 -11 0 -9;0 0 0 0 0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 0 0 0 0 1 -9 1 -3
51,45,14,-144,1,-2 1 0 0 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 0 0 0 0 0 1 -12 0 -10;0 0 0 0 0 0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 0 0 0 0 0 1 -10 1 -4
51,46,2,-1,1,0 1 2;1 -1 1;2 1 8
