base,intersect to,T,det,signature,matrix
40,17,10,-256,1,-6 1 0 0 0 0 0 0 0 0 -4;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -1 1 0 0 0 0 1 1;0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 0 0 -1 1;-4 0 0 1 -2 0 0 0 0 1 0
40,18,11,441,1,-6 1 0 0 0 0 0 0 0 0 0 -4;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -1 1 0 0 0 0 1 1;0 0 0 0 1 -5 1 0 0 0 0 -3;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -2 0 0;0 0 0 0 1 0 0 0 0 0 -1 1;-4 0 0 0 1 -3 0 0 0 0 1 -1
40,19,7,25,1,-5 1 0 0 0 0 0 -3;1 -1 1 0 0 0 1 1;0 1 -2 1 0 0 0 0;0 0 1 -2 1 0 0 0;0 0 0 1 -2 1 0 0;0 0 0 0 1 -2 0 0;0 1 0 0 0 0 -1 1;-3 1 0 0 0 0 1 3
40,20,10,-361,1,-5 1 0 0 0 0 0 0 0 0 -3;1 -4 1 0 0 0 0 0 0 0 -2;0 1 -1 1 0 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 0 -1 1;-3 -2 1 0 0 -1 0 0 0 1 0
40,21,9,196,1,-5 1 0 0 0 0 0 0 0 -3;1 -3 1 0 0 0 0 0 0 -1;0 1 -1 1 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 -1 1;-3 -1 1 0 -1 0 0 0 1 1
40,22,8,-81,1,-5 1 0 0 0 0 0 0 -3;1 -2 1 0 0 0 0 0 0;0 1 -1 1 0 0 0 1 1;0 0 1 -3 1 0 0 0 -1;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 -1 1;-3 0 1 -1 0 0 0 1 2
40,23,9,169,1,-5 1 0 0 0 0 0 0 0 -3;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -1 1 0 0 0 1 1;0 0 0 1 -4 1 0 0 0 -2;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 0 -1 1;-3 0 0 1 -2 0 0 0 1 1
40,24,10,-289,1,-5 1 0 0 0 0 0 0 0 0 -3;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -1 1 0 0 0 1 1;0 0 0 0 1 -5 1 0 0 0 -3;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -2 0 0;0 0 0 0 1 0 0 0 0 -1 1;-3 0 0 0 1 -3 0 0 0 1 0
40,25,6,-16,1,-4 1 0 0 0 0 -2;1 -1 1 0 0 1 1;0 1 -2 1 0 0 0;0 0 1 -2 1 0 0;0 0 0 1 -2 0 0;0 1 0 0 0 -1 1;-2 1 0 0 0 1 4
40,26,9,225,1,-4 1 0 0 0 0 0 0 0 -2;1 -4 1 0 0 0 0 0 0 -2;0 1 -1 1 0 0 0 0 1 1;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -3 1 0 0 -1;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 0 -1 1;-2 -2 1 0 0 -1 0 0 1 1
40,27,8,-121,1,-4 1 0 0 0 0 0 0 -2;1 -3 1 0 0 0 0 0 -1;0 1 -1 1 0 0 0 1 1;0 0 1 -2 1 0 0 0 0;0 0 0 1 -3 1 0 0 -1;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 -1 1;-2 -1 1 0 -1 0 0 1 2
40,28,7,49,1,-4 1 0 0 0 0 0 -2;1 -2 1 0 0 0 0 0;0 1 -1 1 0 0 1 1;0 0 1 -3 1 0 0 -1;0 0 0 1 -2 1 0 0;0 0 0 0 1 -2 0 0;0 0 1 0 0 0 -1 1;-2 0 1 -1 0 0 1 3
40,29,8,-100,1,-4 1 0 0 0 0 0 0 -2;1 -2 1 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0;0 0 1 -1 1 0 0 1 1;0 0 0 1 -4 1 0 0 -2;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -2 0 0;0 0 0 1 0 0 0 -1 1;-2 0 0 1 -2 0 0 1 2
40,30,9,169,1,-4 1 0 0 0 0 0 0 0 -2;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -1 1 0 0 1 1;0 0 0 0 1 -5 1 0 0 -3;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -2 0 0;0 0 0 0 1 0 0 0 -1 1;-2 0 0 0 1 -3 0 0 1 1
40,31,5,9,1,-3 1 0 0 0 -1;1 -1 1 0 1 1;0 1 -2 1 0 0;0 0 1 -2 0 0;0 1 0 0 -1 1;-1 1 0 0 1 5
40,32,8,-121,1,-3 1 0 0 0 0 0 0 -1;1 -4 1 0 0 0 0 0 -2;0 1 -1 1 0 0 0 1 1;0 0 1 -2 1 0 0 0 0;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 1 -2 0 0;0 0 1 0 0 0 0 -1 1;-1 -2 1 0 0 -1 0 1 2
40,33,7,64,1,-3 1 0 0 0 0 0 -1;1 -3 1 0 0 0 0 -1;0 1 -1 1 0 0 1 1;0 0 1 -2 1 0 0 0;0 0 0 1 -3 1 0 -1;0 0 0 0 1 -2 0 0;0 0 1 0 0 0 -1 1;-1 -1 1 0 -1 0 1 3
40,34,6,-25,1,-3 1 0 0 0 0 -1;1 -2 1 0 0 0 0;0 1 -1 1 0 1 1;0 0 1 -3 1 0 -1;0 0 0 1 -2 0 0;0 0 1 0 0 -1 1;-1 0 1 -1 0 1 4
40,35,7,49,1,-3 1 0 0 0 0 0 -1;1 -2 1 0 0 0 0 0;0 1 -2 1 0 0 0 0;0 0 1 -1 1 0 1 1;0 0 0 1 -4 1 0 -2;0 0 0 0 1 -2 0 0;0 0 0 1 0 0 -1 1;-1 0 0 1 -2 0 1 3
40,36,8,-81,1,-3 1 0 0 0 0 0 0 -1;1 -2 1 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0;0 0 1 -2 1 0 0 0 0;0 0 0 1 -1 1 0 1 1;0 0 0 0 1 -5 1 0 -3;0 0 0 0 0 1 -2 0 0;0 0 0 0 1 0 0 -1 1;-1 0 0 0 1 -3 0 1 2
40,37,4,-4,1,-2 1 0 0 0;1 -1 1 1 1;0 1 -2 0 0;0 1 0 -1 1;0 1 0 1 6
40,38,7,49,1,-2 1 0 0 0 0 0 0;1 -4 1 0 0 0 0 -2;0 1 -1 1 0 0 1 1;0 0 1 -2 1 0 0 0;0 0 0 1 -2 1 0 0;0 0 0 0 1 -3 0 -1;0 0 1 0 0 0 -1 1;0 -2 1 0 0 -1 1 3
40,39,6,-25,1,-2 1 0 0 0 0 0;1 -3 1 0 0 0 -1;0 1 -1 1 0 1 1;0 0 1 -2 1 0 0;0 0 0 1 -3 0 -1;0 0 1 0 0 -1 1;0 -1 1 0 -1 1 4
40,40,5,9,1,-2 1 0 0 0 0;1 -2 1 0 0 0;0 1 -1 1 1 1;0 0 1 -3 0 -1;0 0 1 0 -1 1;0 0 1 -1 1 5
40,41,6,-16,1,-2 1 0 0 0 0 0;1 -2 1 0 0 0 0;0 1 -2 1 0 0 0;0 0 1 -1 1 1 1;0 0 0 1 -4 0 -2;0 0 0 1 0 -1 1;0 0 0 1 -2 1 4
40,42,2,-1,1,0 1 2;1 -1 1;2 1 8
41,1,17,1,1,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2;1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1;0 1 -4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -2;0 0 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 1;0 0 0 1 -3 1 0 0 0 0 0 0 0 0 0 0 0 -1;0 0 0 0 1 -1 1 0 0 0 0 0 0 0 0 0 0 1;0 0 0 0 0 1 -6 1 0 0 0 0 0 0 0 0 0 -4;0 0 0 0 0 0 1 -1 1 0 0 0 0 0 0 0 0 1;0 0 0 0 0 0 0 1 -3 1 0 0 0 0 0 0 0 -1;0 0 0 0 0 0 0 0 1 -1 1 0 0 0 0 0 0 1;0 0 0 0 0 0 0 0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 0 0 0 0 0 0 0 1 -1 1 0 0 0 0 1;0 0 0 0 0 0 0 0 0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 1 0 1;0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -8 0 -6;1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1;2 1 -2 1 -1 1 -4 1 -1 1 -3 1 -1 0 1 -6 1 -7
41,43,4,-1,1,0 1 0 0 2;1 -3 1 0 -1;0 1 -2 1 0;0 0 1 -1 1;2 -1 0 1 6
42,23,4,-4,1,-4 1 0 0 -2;1 0 1 1 2;0 1 0 0 2;0 1 0 -1 1;-2 2 2 1 6
42,28,7,36,1,-3 1 0 0 0 0 0 -1;1 -3 1 0 0 0 0 -1;0 1 -1 1 0 0 1 1;0 0 1 -2 1 0 0 0;0 0 0 1 -2 1 0 0;0 0 0 0 1 -2 0 0;0 0 1 0 0 0 -1 1;-1 -1 1 0 0 0 1 3
42,34,7,36,1,-2 1 0 0 0 0 0 0;1 -2 1 0 0 0 0 0;0 1 -2 1 0 0 0 0;0 0 1 -1 1 0 1 1;0 0 0 1 -3 1 0 -1;0 0 0 0 1 -3 0 -1;0 0 0 1 0 0 -1 1;0 0 0 1 -1 -1 1 3
42,39,4,-4,1,0 1 0 0 2;1 -3 1 1 -1;0 1 -4 0 -2;0 1 0 -1 1;2 -1 -2 1 6
43,1,2,-1,1,0 1 2;1 -1 1;2 1 8
43,2,5,9,1,-3 1 0 0 0 -1;1 -1 1 0 1 1;0 1 -2 1 0 0;0 0 1 -2 0 0;0 1 0 0 -1 1;-1 1 0 0 1 5
43,3,4,-4,1,-2 1 0 0 0;1 -1 1 1 1;0 1 -2 0 0;0 1 0 -1 1;0 1 0 1 6
43,4,8,-81,1,-2 1 0 0 0 0 0 0 0;1 -5 1 0 0 0 0 0 -3;0 1 -1 1 0 0 0 1 1;0 0 1 -2 1 0 0 0 0;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -3 0 -1;0 0 1 0 0 0 0 -1 1;0 -3 1 0 0 0 -1 1 2
43,5,7,49,1,-2 1 0 0 0 0 0 0;1 -4 1 0 0 0 0 -2;0 1 -1 1 0 0 1 1;0 0 1 -2 1 0 0 0;0 0 0 1 -2 1 0 0;0 0 0 0 1 -3 0 -1;0 0 1 0 0 0 -1 1;0 -2 1 0 0 -1 1 3
43,6,6,-25,1,-2 1 0 0 0 0 0;1 -3 1 0 0 0 -1;0 1 -1 1 0 1 1;0 0 1 -2 1 0 0;0 0 0 1 -3 0 -1;0 0 1 0 0 -1 1;0 -1 1 0 -1 1 4
43,7,7,64,1,-2 1 0 0 0 0 0 0;1 -3 1 0 0 0 0 -1;0 1 -2 1 0 0 0 0;0 0 1 -1 1 0 1 1;0 0 0 1 -3 1 0 -1;0 0 0 0 1 -3 0 -1;0 0 0 1 0 0 -1 1;0 -1 0 1 -1 -1 1 3
43,8,8,-121,1,-2 1 0 0 0 0 0 0 0;1 -3 1 0 0 0 0 0 -1;0 1 -2 1 0 0 0 0 0;0 0 1 -2 1 0 0 0 0;0 0 0 1 -1 1 0 1 1;0 0 0 0 1 -4 1 0 -2;0 0 0 0 0 1 -3 0 -1;0 0 0 0 1 0 0 -1 1;0 -1 0 0 1 -2 -1 1 2
43,9,5,9,1,-2 1 0 0 0 0;1 -2 1 0 0 0;0 1 -1 1 1 1;0 0 1 -3 0 -1;0 0 1 0 -1 1;0 0 1 -1 1 5
43,10,9,169,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -5 1 0 0 0 0 0 -3;0 0 1 -1 1 0 0 0 1 1;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -4 0 -2;0 0 0 1 0 0 0 0 -1 1;0 0 -3 1 0 0 0 -2 1 1
43,11,8,-100,1,-2 1 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0;0 1 -4 1 0 0 0 0 -2;0 0 1 -1 1 0 0 1 1;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -4 0 -2;0 0 0 1 0 0 0 -1 1;0 0 -2 1 0 0 -2 1 2
43,12,7,49,1,-2 1 0 0 0 0 0 0;1 -2 1 0 0 0 0 0;0 1 -3 1 0 0 0 -1;0 0 1 -1 1 0 1 1;0 0 0 1 -2 1 0 0;0 0 0 0 1 -4 0 -2;0 0 0 1 0 0 -1 1;0 0 -1 1 0 -2 1 3
43,13,8,-121,1,-2 1 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0;0 1 -3 1 0 0 0 0 -1;0 0 1 -2 1 0 0 0 0;0 0 0 1 -1 1 0 1 1;0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 1 -4 0 -2;0 0 0 0 1 0 0 -1 1;0 0 -1 0 1 -1 -2 1 2
43,14,9,225,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -3 1 0 0 0 0 0 -1;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 1 -4 1 0 -2;0 0 0 0 0 0 1 -4 0 -2;0 0 0 0 0 1 0 0 -1 1;0 0 -1 0 0 1 -2 -2 1 1
43,15,6,-16,1,-2 1 0 0 0 0 0;1 -2 1 0 0 0 0;0 1 -2 1 0 0 0;0 0 1 -1 1 1 1;0 0 0 1 -4 0 -2;0 0 0 1 0 -1 1;0 0 0 1 -2 1 4
43,16,10,-289,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 1 -1 1 0 0 0 1 1;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -5 0 -3;0 0 0 0 1 0 0 0 0 -1 1;0 0 0 -3 1 0 0 0 -3 1 0
43,17,9,169,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -4 1 0 0 0 0 -2;0 0 0 1 -1 1 0 0 1 1;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -5 0 -3;0 0 0 0 1 0 0 0 -1 1;0 0 0 -2 1 0 0 -3 1 1
43,18,8,-81,1,-2 1 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0;0 0 1 -3 1 0 0 0 -1;0 0 0 1 -1 1 0 1 1;0 0 0 0 1 -2 1 0 0;0 0 0 0 0 1 -5 0 -3;0 0 0 0 1 0 0 -1 1;0 0 0 -1 1 0 -3 1 2
43,19,9,196,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -3 1 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 1 -5 0 -3;0 0 0 0 0 1 0 0 -1 1;0 0 0 -1 0 1 -1 -3 1 1
43,20,10,-361,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 1 -4 1 0 -2;0 0 0 0 0 0 0 1 -5 0 -3;0 0 0 0 0 0 1 0 0 -1 1;0 0 0 -1 0 0 1 -2 -3 1 0
43,21,7,25,1,-2 1 0 0 0 0 0 0;1 -2 1 0 0 0 0 0;0 1 -2 1 0 0 0 0;0 0 1 -2 1 0 0 0;0 0 0 1 -1 1 1 1;0 0 0 0 1 -5 0 -3;0 0 0 0 1 0 -1 1;0 0 0 0 1 -3 1 3
43,22,11,441,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 0 1 -1 1 0 0 0 1 1;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 1 0 0 0 0 -1 1;0 0 0 0 -3 1 0 0 0 -4 1 -1
43,23,10,-256,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 1 -1 1 0 0 1 1;0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 1 0 0 0 -1 1;0 0 0 0 -2 1 0 0 -4 1 0
43,24,9,121,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 1 0 0 -1 1;0 0 0 0 -1 1 0 -4 1 1
43,25,10,-289,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 -1 0 1 -1 -4 1 0
43,26,11,529,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 1 -4 1 0 -2;0 0 0 0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 -1 0 0 1 -2 -4 1 -1
43,27,8,-36,1,-2 1 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0;0 0 1 -2 1 0 0 0 0;0 0 0 1 -2 1 0 0 0;0 0 0 0 1 -1 1 1 1;0 0 0 0 0 1 -6 0 -4;0 0 0 0 0 1 0 -1 1;0 0 0 0 0 1 -4 1 2
43,28,12,-625,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 0 0 1 -1 1 0 0 0 1 1;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 0 0 0 -1 1;0 0 0 0 0 -3 1 0 0 0 -5 1 -2
43,29,11,361,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 0 1 -1 1 0 0 1 1;0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 0 0 -1 1;0 0 0 0 0 -2 1 0 0 -5 1 -1
43,30,10,-169,1,-2 1 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 -1 1 0 -5 1 0
43,31,11,400,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 -1 0 1 -1 -5 1 -1
43,32,12,-729,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -3 1 0 0 0 0 0 -1;0 0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 0 1 -4 1 0 -2;0 0 0 0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 -1 0 0 1 -2 -5 1 -2
43,33,9,49,1,-2 1 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0;0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 1 -1 1 1 1;0 0 0 0 0 0 1 -7 0 -5;0 0 0 0 0 0 1 0 -1 1;0 0 0 0 0 0 1 -5 1 1
43,34,13,841,1,-2 1 0 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 0 1 -5 1 0 0 0 0 0 -3;0 0 0 0 0 0 1 -1 1 0 0 0 1 1;0 0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 1 0 0 0 0 -1 1;0 0 0 0 0 0 -3 1 0 0 0 -6 1 -3
43,35,12,-484,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -4 1 0 0 0 0 -2;0 0 0 0 0 0 1 -1 1 0 0 1 1;0 0 0 0 0 0 0 1 -2 1 0 0 0;0 0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 1 0 0 0 -1 1;0 0 0 0 0 0 -2 1 0 0 -6 1 -2
43,36,11,225,1,-2 1 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0;0 0 0 0 0 1 -3 1 0 0 0 -1;0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 1 -2 1 0 0;0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 0 -1 1 0 -6 1 -1
43,37,12,-529,1,-2 1 0 0 0 0 0 0 0 0 0 0 0;1 -2 1 0 0 0 0 0 0 0 0 0 0;0 1 -2 1 0 0 0 0 0 0 0 0 0;0 0 1 -2 1 0 0 0 0 0 0 0 0;0 0 0 1 -2 1 0 0 0 0 0 0 0;0 0 0 0 1 -2 1 0 0 0 0 0 0;0 0 0 0 0 1 -3 1 0 0 0 0 -1;0 0 0 0 0 0 1 -2 1 0 0 0 0;0 0 0 0 0 0 0 1 -1 1 0 1 1;0 0 0 0 0 0 0 0 1 -3 1 0 -1;0 0 0 0 0 0 0 0 0 1 -8 0 -6;0 0 0 0 0 0 0 0 1 0 0 -1 1;0 0 0 0 0 0 -1 0 1 -1 -6 1 -2
